Entry Location,Entry,Enabled,Category,Description,Publisher,Image Path,Launch String,MD5,SHA-1,SHA-256
"HKLM\System\CurrentControlSet\Services","swenum",enabled,"Drivers","Plug and Play Software Device Enumerator","Microsoft Corporation","c:\windows\system32\drivers\swenum.sys","system32\DRIVERS\swenum.sys",03c1bae4766e2450219d20b993d6e046,3d2f5ae5853a0c9ef47880bbc76fa29dbb39359c,
"HKLM\System\CurrentControlSet\Services","Tcpip",enabled,"Drivers","TCP/IP Protocol Driver","Microsoft Corporation","c:\windows\system32\drivers\tcpip.sys","system32\DRIVERS\tcpip.sys",9f4b36614a0fc234525ba224957de55c,c4f3d44361a2afbc309db6993ee0ecf12b6666d1,
"HKLM\System\CurrentControlSet\Services","TDPIPE",enabled,"Drivers","Named Pipe Transport Driver","Microsoft Corporation","c:\windows\system32\drivers\tdpipe.sys","TDPIPE",38d437cf2d98965f239b0abcd66dcb0f,13f3b59e8c1b5f94757dea069c9b0b4e648842ed,
"HKLM\System\CurrentControlSet\Services","TDTCP",enabled,"Drivers","TCP Transport Driver","Microsoft Corporation","c:\windows\system32\drivers\tdtcp.sys","TDTCP",ed0580af02502d00ad8c4c066b156be9,3c2afcb8638d00884a4a680172f697a0c51e5006,
"HKLM\System\CurrentControlSet\Services","TermDD",enabled,"Drivers","Terminal Server Driver","Microsoft Corporation","c:\windows\system32\drivers\termdd.sys","system32\DRIVERS\termdd.sys",a540a99c281d933f3d69d55e48727f47,84a3ee7d48971866a7a39b2008c647004d63cf52,
"HKLM\System\CurrentControlSet\Services","Update",enabled,"Drivers","Update Driver","Microsoft Corporation","c:\windows\system32\drivers\update.sys","system32\DRIVERS\update.sys",aff2e5045961bbc0a602bb6f95eb1345,9476b047646b3fbddcd460a9141346436336ae68,
"HKLM\System\CurrentControlSet\Services","VgaSave",enabled,"Drivers","VGA/Super VGA Video Driver","Microsoft Corporation","c:\windows\system32\drivers\vga.sys","\SystemRoot\System32\drivers\vga.sys",8a60edd72b4ea5aea8202daf0e427925,0aa68f6fbe29e8359942d2cdefe7e9b8527568ab,
"HKLM\System\CurrentControlSet\Services","vmci",enabled,"Drivers","VMware PCI VMCI Bus Device","VMware, Inc.","c:\windows\system32\drivers\vmci.sys","system32\DRIVERS\vmci.sys",753bd0240b6586aba0d67a70b3ef44a0,6c27dfb10739798cd365354de93dc6baa978b535,
"HKLM\System\CurrentControlSet\Services","vmdebug",enabled,"Drivers","","","File not found: C:\WINDOWS\system32\Drivers\vmdebug.sys","\??\C:\WINDOWS\system32\Drivers\vmdebug.sys",,,
"HKLM\System\CurrentControlSet\Services","vmhgfs",enabled,"Drivers","Implements the VMware HGFS protocol. This protocol provides connectivity to host files provided by the HGFS server.","VMware, Inc.","c:\windows\system32\drivers\vmhgfs.sys","system32\drivers\vmhgfs.sys",9e04ab1e7822d1ed9a889e294714d448,2b6857caaeb9488ab3249bae5d3f2e25a11ca995,
"HKLM\System\CurrentControlSet\Services","VMMEMCTL",enabled,"Drivers","Driver to provide enhanced memory management of this virtual machine.","VMware, Inc.","c:\program files\common files\vmware\drivers\memctl\vmmemctl.sys","\??\C:\Program Files\Common Files\VMware\Drivers\memctl\vmmemctl.sys",b3cab73f357e856ff2791dc7923e32e9,5a746f3523dc3f4e9148100abe9b55b59ce90f95,
"HKLM\System\CurrentControlSet\Services","vmmouse",enabled,"Drivers","VMware Pointing PS/2 Device Driver","VMware, Inc.","c:\windows\system32\drivers\vmmouse.sys","system32\DRIVERS\vmmouse.sys",b6983c9957c2f613bf1c392ef934eb18,9fed07da152e1633651954493766970fe27876c1,
"HKLM\System\CurrentControlSet\Services","vmscsi",enabled,"Drivers","VMware VMSCSI miniport driver (32-bit)","VMware, Inc.","c:\windows\system32\drivers\vmscsi.sys","system32\DRIVERS\vmscsi.sys",57351998fef624e0192673ab7f59b624,3031af94a02747799132adf6f04cd44dbea7966f,
"HKLM\System\CurrentControlSet\Services","vmxnet",enabled,"Drivers","VMware PCI Ethernet Adapter","VMware, Inc.","c:\windows\system32\drivers\vmxnet.sys","system32\DRIVERS\vmxnet.sys",1777cfefb32ba77a444a0d1f0f733e6d,6eba2c7937b56eca41d5d208d5cc4bfddee8749d,
"HKLM\System\CurrentControlSet\Services","vmx_svga",enabled,"Drivers","VMware SVGA II Miniport","VMware, Inc.","c:\windows\system32\drivers\vmx_svga.sys","system32\DRIVERS\vmx_svga.sys",90c8f0dae681e71d6a7abed5947518c0,9b4ed717905c783234d035fe7897ccf3b3897014,
"HKLM\System\CurrentControlSet\Services","VolSnap",enabled,"Drivers","Volume Shadow Copy Driver","Microsoft Corporation","c:\windows\system32\drivers\volsnap.sys","VolSnap",ee4660083deba849ff6c485d944b379b,a739f0b4161d93180178ea9ef6ad20452b7e4fea,
"HKLM\System\CurrentControlSet\Services","vsock",enabled,"Drivers","vSockets Driver","VMware, Inc.","c:\windows\system32\drivers\vsock.sys","system32\drivers\vsock.sys",c78c6bc9c3a65256b7a96b478c16278f,dd0931ff2f11f0246d7796c35d1c4bd79cf7d903,
"HKLM\System\CurrentControlSet\Services","Wanarp",enabled,"Drivers","Remote Access IP ARP Driver","Microsoft Corporation","c:\windows\system32\drivers\wanarp.sys","system32\DRIVERS\wanarp.sys",984ef0b9788abf89974cfed4bfbaacbc,5f04813bd9d58febabf6311a689e1a3a6550459b,
"HKLM\System\CurrentControlSet\Services","WDICA",enabled,"Drivers","","","File not found: C:\WINDOWS\System32\Drivers\WDICA.sys","WDICA",,,
"HKLM\System\CurrentControlSet\Services","WS2IFSL",enabled,"Drivers","Winsock2 IFS Layer","Microsoft Corporation","c:\windows\system32\drivers\ws2ifsl.sys","\SystemRoot\System32\drivers\ws2ifsl.sys",6abe6e225adb5a751622a9cc3bc19ce8,d7444afe7e801bc269e04207d17faf572c41789d,
"HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\UIHost","logonui.exe",enabled,"Winlogon","Windows Logon UI","Microsoft Corporation","c:\windows\system32\logonui.exe","logonui.exe",7db59fff2af32c27eb2276424fa5eddb,9603e666bdd5d160103cee1d611bab0f64a72ebc,
"HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\Notify","crypt32chain",enabled,"Winlogon","Crypto API32","Microsoft Corporation","c:\windows\system32\crypt32.dll","crypt32.dll",efc958396a7a7ef7e6d4a52b97512e18,b9e14b84a8d39e982d192906fc0c190edc1ccca0,
"HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\Notify","cryptnet",enabled,"Winlogon","Crypto Network Related API","Microsoft Corporation","c:\windows\system32\cryptnet.dll","cryptnet.dll",cad4aa32e7eca00c23cc39c0eb833f9d,0be7ccfbad17a5e6cf7f2c64678ab4dd55d42ed8,
"HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\Notify","cscdll",enabled,"Winlogon","Offline Network Agent","Microsoft Corporation","c:\windows\system32\cscdll.dll","cscdll.dll",587729679b4fe04ce06a5c61d6c56dcd,2558ba6f0ebff4c49dc1e26dc1277695f7f7b245,
"HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\Notify","ScCertProp",enabled,"Winlogon","Common DLL to receive Winlogon notifications","Microsoft Corporation","c:\windows\system32\wlnotify.dll","wlnotify.dll",a599e5e366c1408e48aa5d37882d4e3e,226f5a88cc45af1466eb13fe4b7d2427e6552ca5,
"HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\Notify","Schedule",enabled,"Winlogon","Common DLL to receive Winlogon notifications","Microsoft Corporation","c:\windows\system32\wlnotify.dll","wlnotify.dll",a599e5e366c1408e48aa5d37882d4e3e,226f5a88cc45af1466eb13fe4b7d2427e6552ca5,
"HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\Notify","sclgntfy",enabled,"Winlogon","Secondary Logon Service Notification DLL","Microsoft Corporation","c:\windows\system32\sclgntfy.dll","sclgntfy.dll",d636fa41e50671160d838ea2dace3330,e904554ef769bc711288bfa5e7b1b6f491d31171,
"HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\Notify","SensLogn",enabled,"Winlogon","Common DLL to receive Winlogon notifications","Microsoft Corporation","c:\windows\system32\wlnotify.dll","WlNotify.dll",a599e5e366c1408e48aa5d37882d4e3e,226f5a88cc45af1466eb13fe4b7d2427e6552ca5,
"HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\Notify","termsrv",enabled,"Winlogon","Common DLL to receive Winlogon notifications","Microsoft Corporation","c:\windows\system32\wlnotify.dll","wlnotify.dll",a599e5e366c1408e48aa5d37882d4e3e,226f5a88cc45af1466eb13fe4b7d2427e6552ca5,
"HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\Notify","TPSvc",enabled,"Winlogon","TPSvc DLL","Cortado AG","c:\windows\system32\tpsvc.dll","TPSvc.dll",d553ed83f09c35d5bfb6d2195b76f491,64082a70e24f8000d45530d281399281ae551077,
"HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\Notify","VMUpgradeAtShutdown",enabled,"Winlogon","VMware Tools upgrade helper","VMware, Inc.","c:\windows\system32\vmupgradeatshutdownwxp.dll","VMUpgradeAtShutdownWXP.dll",7a1d76704a050cac82e21f6f93c1534c,74c30b30cd1f354987e7f19ae0f5c6fab954e88c,
"HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\Notify","wlballoon",enabled,"Winlogon","Common DLL to receive Winlogon notifications","Microsoft Corporation","c:\windows\system32\wlnotify.dll","wlnotify.dll",a599e5e366c1408e48aa5d37882d4e3e,226f5a88cc45af1466eb13fe4b7d2427e6552ca5,
"HKLM\SYSTEM\CurrentControlSet\Control\Print\Monitors","BJ Language Monitor",enabled,"Print Monitors","Langage Monitor for Canon Bubble-Jet Printer","Microsoft Corporation","c:\windows\system32\cnbjmon.dll","cnbjmon.dll",7105749e78925fdffd078dd54a8c2b70,e07d5c49fd1f475c3ef73f951850504aa25c9744,
"HKLM\SYSTEM\CurrentControlSet\Control\Print\Monitors","Local Port",enabled,"Print Monitors","Local Spooler DLL","Microsoft Corporation","c:\windows\system32\localspl.dll","localspl.dll",71d3d970127d939a4bb062b5040b6eba,41f5b7c7079f1453895f034993a8d0324c62dbc8,
"HKLM\SYSTEM\CurrentControlSet\Control\Print\Monitors","PJL Language Monitor",enabled,"Print Monitors","PJL Language monitor","Microsoft Corporation","c:\windows\system32\pjlmon.dll","pjlmon.dll",c44bc10ba73575c91ff50cdaf4d8e370,ee998cb9ad0e527a0816569ec02f0253d2bf66c9,
"HKLM\SYSTEM\CurrentControlSet\Control\Print\Monitors","Standard TCP/IP Port",enabled,"Print Monitors","Standard TCP/IP Port Monitor DLL","Microsoft Corporation","c:\windows\system32\tcpmon.dll","tcpmon.dll",a3f853629f7f2537157ea6ea9857ea56,c36843f8dcefba9e0ea548838cb07446b1096cbc,
"HKLM\SYSTEM\CurrentControlSet\Control\Print\Monitors","ThinPrint Print Port Monitor for VMWare",enabled,"Print Monitors",".print for VMware Print Port Monitor","ThinPrint AG","c:\windows\system32\tpvmmon.dll","TPVMMon.dll",12d82f9b89b41ed2ead173d2843599cd,776e625bf76f9979f0ccec43fb6cdde1bdfd1105,
"HKLM\SYSTEM\CurrentControlSet\Control\Print\Monitors","USB Monitor",enabled,"Print Monitors","Standard Dynamic Printing Port Monitor DLL","Microsoft Corporation","c:\windows\system32\usbmon.dll","usbmon.dll",242d07d7fc72ad897944bff932d57c3c,90442fc0aff25df527b9fc24cef83ab07ff4588d,
"HKLM\SYSTEM\CurrentControlSet\Control\SecurityProviders\SecurityProviders","msapsspc.dll",enabled,"LSA Providers","DPA Client for 32 bit platforms","Microsoft Corporation","c:\windows\system32\msapsspc.dll","msapsspc.dll",e484f006380a89a52ccc7828ece5dca0,8cfb0d322987d4ec4d424d135b9b995dde4412dc,
"HKLM\SYSTEM\CurrentControlSet\Control\SecurityProviders\SecurityProviders","schannel.dll",enabled,"LSA Providers","TLS / SSL Security Provider","Microsoft Corporation","c:\windows\system32\schannel.dll","schannel.dll",29632e787dcfc0085a555c681eb82693,e3e40226349b130b50b11e72020ffe3152364938,
"HKLM\SYSTEM\CurrentControlSet\Control\SecurityProviders\SecurityProviders","digest.dll",enabled,"LSA Providers","Digest SSPI Authentication Package","Microsoft Corporation","c:\windows\system32\digest.dll","digest.dll",7f2310210256c0ac04a82285debc0f51,fec4fbadae49ac05514c200ae21bcf62ea021e72,
"HKLM\SYSTEM\CurrentControlSet\Control\SecurityProviders\SecurityProviders","msnsspc.dll",enabled,"LSA Providers","MSN Internet Access","Microsoft Corporation","c:\windows\system32\msnsspc.dll","msnsspc.dll",bb1367feca810f06b1aea06d610b1e4f,a796789040a8665f01040fc4d9d47049a2c36a5f,
"HKLM\SYSTEM\CurrentControlSet\Control\Lsa\Authentication Packages","msv1_0",enabled,"LSA Providers","Microsoft Authentication Package v1.0","Microsoft Corporation","c:\windows\system32\msv1_0.dll","msv1_0",77c41f9146450c89534704a75836ce56,cc78c7407dbe492673a76dd78b99814c9c3a59b9,
"HKLM\SYSTEM\CurrentControlSet\Control\Lsa\Notification Packages","scecli",enabled,"LSA Providers","Windows Security Configuration Editor Client Engine","Microsoft Corporation","c:\windows\system32\scecli.dll","scecli",0f78e27f563f2aaf74b91a49e2abf19a,44118965ba4763227472987b758bcea3fb2cd761,
"HKLM\SYSTEM\CurrentControlSet\Control\Lsa\Security Packages","kerberos",enabled,"LSA Providers","Kerberos Security Package","Microsoft Corporation","c:\windows\system32\kerberos.dll","kerberos",940813d4ca9193d6c1a0ba10e0ed9b4e,ae58fd7c4cb3b6dc066e2a29dad2ef1afc15db15,
"HKLM\SYSTEM\CurrentControlSet\Control\Lsa\Security Packages","msv1_0",enabled,"LSA Providers","Microsoft Authentication Package v1.0","Microsoft Corporation","c:\windows\system32\msv1_0.dll","msv1_0",77c41f9146450c89534704a75836ce56,cc78c7407dbe492673a76dd78b99814c9c3a59b9,
"HKLM\SYSTEM\CurrentControlSet\Control\Lsa\Security Packages","schannel",enabled,"LSA Providers","TLS / SSL Security Provider","Microsoft Corporation","c:\windows\system32\schannel.dll","schannel",29632e787dcfc0085a555c681eb82693,e3e40226349b130b50b11e72020ffe3152364938,
"HKLM\SYSTEM\CurrentControlSet\Control\Lsa\Security Packages","wdigest",enabled,"LSA Providers","Microsoft Digest Access","Microsoft Corporation","c:\windows\system32\wdigest.dll","wdigest",a8b82c5d30b7ab937e164ab349478fba,e4617fcae7e4c685ac8cd1e6a789fe81e8c17c08,
"HKLM\SYSTEM\CurrentControlSet\Control\NetworkProvider\Order","vmhgfs",enabled,"Network Providers","VMware Shared Folders","VMware, Inc.","c:\windows\system32\vmhgfs.dll","%SystemRoot%\System32\vmhgfs.dll",bc3dfcf726ad2787c6ce8ee6937403e0,0a2215e49f65389fa7abf002efbd599bbd7d3c55,
"HKLM\SYSTEM\CurrentControlSet\Control\NetworkProvider\Order","RDPNP",enabled,"Network Providers","Microsoft Terminal Services","Microsoft Corporation","c:\windows\system32\drprov.dll","%SystemRoot%\System32\drprov.dll",c39cd25443cccdd121bf1f807564dcfa,6b29bf4141cee887b07ac5bccf583c498033cc2b,
"HKLM\SYSTEM\CurrentControlSet\Control\NetworkProvider\Order","LanmanWorkstation",enabled,"Network Providers","Microsoft Windows Network","Microsoft Corporation","c:\windows\system32\ntlanman.dll","%SystemRoot%\System32\ntlanman.dll",6539ced6e5ab5684aa09e6b0abbf4124,1e90153e31a642a24b36479de8b2351ddccf26eb,
"HKLM\SYSTEM\CurrentControlSet\Control\NetworkProvider\Order","WebClient",enabled,"Network Providers","Web Client Network","Microsoft Corporation","c:\windows\system32\davclnt.dll","%SystemRoot%\System32\davclnt.dll",716a078b2fc6cc0bb3030b2559ec143f,95055fcb131d46f14edc98d13681d4ff8b2c700d,
"HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries","000000000001",enabled,"Network Providers","Microsoft Windows Sockets 2.0 Service Provider","Microsoft Corporation","c:\windows\system32\mswsock.dll","%SystemRoot%\system32\mswsock.dll",4e74af063c3271fbea20dd940cfd1184,f4d8d9b3492e0fb5ebeeb30f1fab75340bb09edb,
"HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries","000000000002",enabled,"Network Providers","Microsoft Windows Sockets 2.0 Service Provider","Microsoft Corporation","c:\windows\system32\mswsock.dll","%SystemRoot%\system32\mswsock.dll",4e74af063c3271fbea20dd940cfd1184,f4d8d9b3492e0fb5ebeeb30f1fab75340bb09edb,
"HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries","000000000003",enabled,"Network Providers","Microsoft Windows Sockets 2.0 Service Provider","Microsoft Corporation","c:\windows\system32\mswsock.dll","%SystemRoot%\system32\mswsock.dll",4e74af063c3271fbea20dd940cfd1184,f4d8d9b3492e0fb5ebeeb30f1fab75340bb09edb,
"HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries","000000000004",enabled,"Network Providers","Microsoft Windows Rsvp 1.0 Service Provider","Microsoft Corporation","c:\windows\system32\rsvpsp.dll","%SystemRoot%\system32\rsvpsp.dll",90491683abd587c702b16f181ab0d99d,006ee4f0606a5ef86c9bbe4c88a806869f93e57f,
"HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries","000000000005",enabled,"Network Providers","Microsoft Windows Rsvp 1.0 Service Provider","Microsoft Corporation","c:\windows\system32\rsvpsp.dll","%SystemRoot%\system32\rsvpsp.dll",90491683abd587c702b16f181ab0d99d,006ee4f0606a5ef86c9bbe4c88a806869f93e57f,
"HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries","000000000006",enabled,"Network Providers","Microsoft Windows Sockets 2.0 Service Provider","Microsoft Corporation","c:\windows\system32\mswsock.dll","%SystemRoot%\system32\mswsock.dll",4e74af063c3271fbea20dd940cfd1184,f4d8d9b3492e0fb5ebeeb30f1fab75340bb09edb,
"HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries","000000000007",enabled,"Network Providers","Microsoft Windows Sockets 2.0 Service Provider","Microsoft Corporation","c:\windows\system32\mswsock.dll","%SystemRoot%\system32\mswsock.dll",4e74af063c3271fbea20dd940cfd1184,f4d8d9b3492e0fb5ebeeb30f1fab75340bb09edb,
"HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries","000000000008",enabled,"Network Providers","Microsoft Windows Sockets 2.0 Service Provider","Microsoft Corporation","c:\windows\system32\mswsock.dll","%SystemRoot%\system32\mswsock.dll",4e74af063c3271fbea20dd940cfd1184,f4d8d9b3492e0fb5ebeeb30f1fab75340bb09edb,
"HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries","000000000009",enabled,"Network Providers","Microsoft Windows Sockets 2.0 Service Provider","Microsoft Corporation","c:\windows\system32\mswsock.dll","%SystemRoot%\system32\mswsock.dll",4e74af063c3271fbea20dd940cfd1184,f4d8d9b3492e0fb5ebeeb30f1fab75340bb09edb,
"HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries","000000000010",enabled,"Network Providers","Microsoft Windows Sockets 2.0 Service Provider","Microsoft Corporation","c:\windows\system32\mswsock.dll","%SystemRoot%\system32\mswsock.dll",4e74af063c3271fbea20dd940cfd1184,f4d8d9b3492e0fb5ebeeb30f1fab75340bb09edb,
"HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries","000000000011",enabled,"Network Providers","Microsoft Windows Sockets 2.0 Service Provider","Microsoft Corporation","c:\windows\system32\mswsock.dll","%SystemRoot%\system32\mswsock.dll",4e74af063c3271fbea20dd940cfd1184,f4d8d9b3492e0fb5ebeeb30f1fab75340bb09edb,
"HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries","000000000012",enabled,"Network Providers","VSockets Library","VMware, Inc.","c:\windows\system32\vsocklib.dll","%windir%\system32\vsocklib.dll",6bda3df09cb69cde0b05d60a91c6dab8,ef31452d30f524201268dff8c045c8e9c65e67be,
"HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries","000000000013",enabled,"Network Providers","VSockets Library","VMware, Inc.","c:\windows\system32\vsocklib.dll","%windir%\system32\vsocklib.dll",6bda3df09cb69cde0b05d60a91c6dab8,ef31452d30f524201268dff8c045c8e9c65e67be,
"HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries","Tcpip",enabled,"Network Providers","Microsoft Windows Sockets 2.0 Service Provider","Microsoft Corporation","c:\windows\system32\mswsock.dll","%SystemRoot%\System32\mswsock.dll",4e74af063c3271fbea20dd940cfd1184,f4d8d9b3492e0fb5ebeeb30f1fab75340bb09edb,
"HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries","NTDS",enabled,"Network Providers","LDAP RnR Provider DLL","Microsoft Corporation","c:\windows\system32\winrnr.dll","%SystemRoot%\System32\winrnr.dll",2c8fdb176f22629ea5342db474fac391,ed6eb949d9cc790a7ec95b24690caf390aeb25a9,
"HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries","Network Location Awareness (NLA) Namespace",enabled,"Network Providers","Microsoft Windows Sockets 2.0 Service Provider","Microsoft Corporation","c:\windows\system32\mswsock.dll","%SystemRoot%\System32\mswsock.dll",4e74af063c3271fbea20dd940cfd1184,f4d8d9b3492e0fb5ebeeb30f1fab75340bb09edb,
"HKLM\System\CurrentControlSet\Control\Terminal Server\Wds\rdpwd\StartupPrograms","rdpclip",enabled,"Logon","RDP Clip Monitor","Microsoft Corporation","c:\windows\system32\rdpclip.exe","rdpclip",ab978e64b3cb5b78842bc2bdae19d0cd,db49bb6158d12ea7dc9b28ef2ee857edb6015138,
"HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\Userinit","C:\WINDOWS\system32\userinit.exe",enabled,"Logon","Userinit Logon Application","Microsoft Corporation","c:\windows\system32\userinit.exe","C:\WINDOWS\system32\userinit.exe",39b1ffb03c2296323832acbae50d2aff,e5aedcbe25a97c89101f1f3860ff846e94d70445,
"HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\VmApplet","rundll32",enabled,"Logon","Windows Shell Common Dll","Microsoft Corporation","c:\windows\system32\shell32.dll","rundll32",d5988a5048e4dc7175bca9f29fc144ae,6e098eab085c08ae131b6356f4b150d68c0e3261,
"HKLM\System\CurrentControlSet\Control\Session Manager\KnownDlls","advapi32",enabled,"Known DLLs","Advanced Windows 32 Base API","Microsoft Corporation","c:\windows\system32\advapi32.dll","advapi32.dll",1aff244ca134956c54474f4e2433e4ce,bada2e56bf23113bd7fa62fe2f159b514b66f02b,
"HKLM\System\CurrentControlSet\Control\Session Manager\KnownDlls","comdlg32",enabled,"Known DLLs","Common Dialogs DLL","Microsoft Corporation","c:\windows\system32\comdlg32.dll","comdlg32.dll",1edb1bb89d021955e6f7265911175b8d,517cad5c781e950b23b82a578cb1873206092443,
"HKLM\System\CurrentControlSet\Control\Session Manager\KnownDlls","gdi32",enabled,"Known DLLs","GDI Client DLL","Microsoft Corporation","c:\windows\system32\gdi32.dll","gdi32.dll",f5aee133bf44521852819c2202d82453,9ab74c05afb74dbda97a880ef45001670b37f540,
"HKLM\System\CurrentControlSet\Control\Session Manager\KnownDlls","imagehlp",enabled,"Known DLLs","Windows NT Image Helper","Microsoft Corporation","c:\windows\system32\imagehlp.dll","imagehlp.dll",5afce94e8286b2f57a04da37f01bf21a,73a251832fd85609cd46423e57b00dec6bd23e8f,
"HKLM\System\CurrentControlSet\Control\Session Manager\KnownDlls","kernel32",enabled,"Known DLLs","Windows NT BASE API Client DLL","Microsoft Corporation","c:\windows\system32\kernel32.dll","kernel32.dll",888190e31455fad793312f8d087146eb,775191d293016d9541ddd6aef5ac94ab3776849a,
"HKLM\System\CurrentControlSet\Control\Session Manager\KnownDlls","lz32",enabled,"Known DLLs","LZ Expand/Compress API DLL","Microsoft Corporation","c:\windows\system32\lz32.dll","lz32.dll",c3200506fb212a0f4fb736a80e646c40,50a9e047e7bfda5a71608edae9086fc7c7930609,
"HKLM\System\CurrentControlSet\Control\Session Manager\KnownDlls","ole32",enabled,"Known DLLs","Microsoft OLE for Windows","Microsoft Corporation","c:\windows\system32\ole32.dll","ole32.dll",4fe9d9fa62d020e35e0ac6d1aeeb96f0,3c3d81dcd28c4998cd36150799413111d8dea8e2,
"HKLM\System\CurrentControlSet\Control\Session Manager\KnownDlls","oleaut32",enabled,"Known DLLs","","Microsoft Corporation","c:\windows\system32\oleaut32.dll","oleaut32.dll",b3742dee858b243e77c73d2b8f7c8223,7a132127eb3efeca8f6bc3f20e49b5011b5ae5df,
"HKLM\System\CurrentControlSet\Control\Session Manager\KnownDlls","olecli32",enabled,"Known DLLs","Object Linking and Embedding Client Library","Microsoft Corporation","c:\windows\system32\olecli32.dll","olecli32.dll",603f66508aa3a91b5d95611ef03efc7b,43341f9851d3468dbfa9a0a8ccc9943098b8cbd3,
"HKLM\System\CurrentControlSet\Control\Session Manager\KnownDlls","olecnv32",enabled,"Known DLLs","Microsoft OLE for Windows","Microsoft Corporation","c:\windows\system32\olecnv32.dll","olecnv32.dll",3fc0f1a44bb35f8d7de9ec868087d8c1,4ff94d66d77655cf0f968dddddd8dd86d0ea493d,
"HKLM\System\CurrentControlSet\Control\Session Manager\KnownDlls","olesvr32",enabled,"Known DLLs","Object Linking and Embedding Server Library","Microsoft Corporation","c:\windows\system32\olesvr32.dll","olesvr32.dll",d8361beab7109ab8b069f7f5028e37b1,9e4a05c9233a1773374ee6677ff16c5e61a56769,
"HKLM\System\CurrentControlSet\Control\Session Manager\KnownDlls","olethk32",enabled,"Known DLLs","Microsoft OLE for Windows","Microsoft Corporation","c:\windows\system32\olethk32.dll","olethk32.dll",ae9543f20fcc1e7bcaa13051cc076147,3cb1758b1fe8442bf3c0af8ed826b2f92d35dac1,
"HKLM\System\CurrentControlSet\Control\Session Manager\KnownDlls","rpcrt4",enabled,"Known DLLs","Remote Procedure Call Runtime","Microsoft Corporation","c:\windows\system32\rpcrt4.dll","rpcrt4.dll",857ae842e5779194595c1aa6428690a2,a762f43c458bd6b9fd320a6ae8599d66d09b1aa9,
"HKLM\System\CurrentControlSet\Control\Session Manager\KnownDlls","shell32",enabled,"Known DLLs","Windows Shell Common Dll","Microsoft Corporation","c:\windows\system32\shell32.dll","shell32.dll",d5988a5048e4dc7175bca9f29fc144ae,6e098eab085c08ae131b6356f4b150d68c0e3261,
"HKLM\System\CurrentControlSet\Control\Session Manager\KnownDlls","url",enabled,"Known DLLs","Internet Shortcut Shell Extension DLL","Microsoft Corporation","c:\windows\system32\url.dll","url.dll",695fd15cc3adcfeff1df454abac4249a,e08370dd6f0021400c6b4407f6ac8885bdfc61dd,
"HKLM\System\CurrentControlSet\Control\Session Manager\KnownDlls","urlmon",enabled,"Known DLLs","OLE32 Extensions for Win32","Microsoft Corporation","c:\windows\system32\urlmon.dll","urlmon.dll",19d0eab2740080925f812ff36a2d6378,d89d3d5ef911f670ded3dece468014c9d7192687,
